(41775, 2)
(42037, 0)
(40833, 0)
(44709, 1)
(44840, 0)
(42175, 0)
(49494, 0)
(42601, 2)
(48779, 1)
(49908, 0)
(43076, 0)
(48525, 0)
(45931, 0)
(44815, 0)
(43270, 0)
(48446, 1)
(49221, 0)
(45146, 0)
(42096, 0)
(46667, 0)
(47150, 0)
(41780, 0)
(44480, 1)
(41196, 0)
(43425, 1)
(48228, 1)
(44024, 1)
(44450, 1)
(41228, 1)
(43737, 0)
(48160, 1)
(41586, 0)
(42534, 2)
(40088, 0)
(40222, 1)
(48172, 0)
(40560, 0)
(42911, 0)
(41049, 0)
(40242, 0)
(44215, 2)
(49153, 1)
(45230, 0)
(41068, 0)
(46146, 1)
(48339, 1)
(48224, 0)
(40397, 0)
(44297, 0)
(47526, 0)
(48133, 0)
(47168, 0)
(40451, 0)
(49151, 0)
(45382, 0)
(48410, 1)
(49412, 2)
(47442, 0)
(43982, 0)
(49185, 0)
(45359, 1)
(43653, 1)
(47333, 0)
(43662, 0)
(41325, 1)
(43670, 1)
(40449, 1)
(45933, 8)
(42517, 0)
(45928, 1)
(45797, 1)
(40491, 1)
(49818, 1)
(49287, 1)
(42114, 1)
(49673, 0)
(47294, 1)
(47454, 0)
(43413, 0)
(44372, 1)
(44319, 1)
(40412, 1)
(49742, 1)
(44082, 0)
(45773, 8)
(40559, 0)
(47984, 0)
(46105, 1)
(42654, 1)
(42747, 0)
(40657, 0)
(46236, 1)
(44391, 1)
(43019, 0)
(47860, 0)
(49666, 0)
(45532, 7)
(49760, 1)
(46898, 0)
(44763, 0)
(40004, 1)
(46183, 0)
(41039, 3)
(44780, 1)
(49436, 1)
(45543, 1)
(43405, 8)
(48581, 10)
(42365, 7)
(40359, 1)
(48477, 1)
(43022, 1)
(49471, 0)
(46371, 0)
(44257, 1)
(43340, 1)
(49028, 1)
(43944, 0)
(45942, 1)
(47230, 1)
(48548, 1)
(49689, 0)
(42479, 1)
(44766, 0)
(44978, 2)
(45563, 1)
(40368, 1)
(40946, 0)
(46244, 1)
(41135, 1)
(44547, 1)
(41974, 0)
(47737, 1)
(45336, 0)
(48706, 0)
(42827, 0)
(49399, 0)
(47633, 1)
(46374, 0)
(40873, 4)
(43616, 0)
(46006, 1)
(47030, 0)
(45446, 0)
(41296, 1)
(48168, 0)
(41591, 0)
(41481, 1)
(42313, 1)
(45126, 0)
(42450, 0)
(49914, 0)
(44119, 1)
(42161, 1)
(46052, 0)
(49294, 0)
(44565, 1)
(41072, 0)
(42011, 1)
(48401, 0)
(46844, 0)
(44389, 0)
(46550, 0)
(48408, 1)
(44473, 1)
(41813, 0)
(47692, 0)
(47910, 1)
(42530, 1)
(44511, 1)
(43250, 1)
(49260, 0)
(49157, 0)
(45568, 1)
(46432, 0)
(47346, 1)
(46226, 0)
(44923, 0)
(45030, 1)
(41287, 0)
(48598, 1)
(44872, 0)
(41527, 0)
(44488, 1)
(44203, 1)
(41354, 1)
(49881, 7)
(42570, 1)
(43821, 1)
(42735, 1)
(48669, 1)
(45965, 1)
(46661, 0)
(41751, 1)
(44381, 1)
(42140, 1)
(40294, 1)
(42593, 1)
(47802, 0)
(42754, 1)
(48237, 1)
(41673, 1)
(40374, 0)
(44089, 0)
(45837, 1)
(41665, 1)
(45291, 1)
(47789, 1)
(42275, 1)
(41870, 0)
(49976, 0)
(43676, 1)
(44678, 1)
(43776, 1)
(41790, 5)
(49663, 0)
(46271, 1)
(44177, 1)
(44454, 1)
(49468, 4)
(46477, 1)
(49501, 0)
(42664, 0)
(48174, 1)
(41141, 8)
(42962, 1)
(41529, 1)
(49688, 0)
(43693, 1)
(43699, 1)
(42229, 1)
(47533, 0)
(42419, 1)
(47318, 1)
(40727, 1)
(42513, 2)
(44654, 1)
(49618, 1)
(48739, 1)
(46463, 0)
(47322, 0)
(48931, 0)
(47171, 9)
(47172, 1)
(41452, 0)
(40593, 1)
(40060, 1)
(44537, 1)
(40319, 0)
(41563, 1)
(48937, 1)
(47116, 0)
(48405, 0)
(45832, 0)
(48942, 0)
(47119, 1)
(47073, 0)
(46334, 0)
(41291, 0)
(43547, 0)
(46949, 1)
(44911, 1)
(48345, 0)
(44901, 1)
(49756, 1)
(42656, 1)
(41517, 0)
(49098, 1)
(46288, 1)
(40389, 0)
(42516, 1)
(43460, 1)
(47595, 1)
(47376, 0)
(41406, 0)
(48169, 0)
(43871, 1)
(40515, 0)
(45676, 1)
(45138, 1)
(48953, 1)
(45886, 1)
(41162, 1)
(49330, 1)
(43993, 1)
(41654, 1)
(49972, 1)
(48750, 1)
(41225, 1)
(40364, 1)
(43595, 0)
(43918, 0)
(49475, 1)
(44592, 0)
(49589, 0)
(45616, 0)
(44600, 0)
(45139, 1)
(45420, 1)
(46434, 1)
(45741, 1)
(47827, 1)
(43559, 0)
(49994, 0)
(49079, 1)
(47250, 0)
(42495, 1)
(43949, 1)
(45276, 1)
(48880, 1)
(41278, 1)
(45301, 1)
(41700, 1)
(47761, 0)
(47665, 0)
(43192, 1)
(42234, 0)
(42544, 1)
(49045, 0)
(44700, 1)
(48536, 1)
(48958, 1)
(41468, 0)
(41374, 1)
(41745, 0)
(44501, 1)
(47973, 0)
(46895, 1)
(49725, 1)
(49223, 0)
(45347, 1)
(45265, 1)
(41857, 0)
(41659, 1)
(48909, 1)
(48398, 0)
(47369, 1)
(48181, 0)
(42938, 1)
(40333, 0)
(44090, 1)
(42984, 0)
(46806, 0)
(47394, 1)
(41361, 1)
(42406, 0)
(44256, 1)
(42549, 0)
(46178, 0)
(49458, 1)
(48431, 0)
(45673, 0)
(49350, 1)
(49604, 1)
(41115, 0)
(45926, 0)
(40289, 1)
(43702, 1)
(43522, 1)
(40697, 1)
(46275, 1)
(46847, 0)
(49065, 1)
(49129, 1)
(48166, 0)
(46999, 0)
(46570, 0)
(46134, 1)
(49803, 0)
(49846, 1)
(45770, 1)
(42129, 0)
(44755, 0)
(46301, 0)
(48962, 0)
(46121, 1)
(42555, 0)
(47730, 1)
(45069, 1)
(46761, 0)
(42381, 1)
(41784, 1)
(40529, 0)
(41994, 0)
(49942, 1)
(48959, 5)
(46335, 0)
(49889, 1)
(43626, 0)
(49858, 1)
(45323, 1)
(46326, 0)
(46100, 1)
(42653, 1)
(48882, 0)
(40777, 1)
(48871, 0)
(46254, 1)
(41200, 0)
(43803, 0)
(48511, 0)
(43869, 0)
(47029, 1)
(49368, 0)
(44009, 0)
(44578, 1)
(46601, 0)
(47722, 1)
(45033, 0)
(41011, 1)
(44328, 0)
(43593, 0)
(48968, 0)
(47675, 0)
(44184, 0)
(45178, 0)
(49214, 0)
(46519, 1)
(43900, 1)
(47068, 0)
(40099, 1)
(40286, 0)
(44623, 1)
(46095, 1)
(43977, 0)
(41950, 0)
(47016, 1)
(43625, 1)
(49369, 1)
(43836, 0)
(47234, 0)
(42773, 1)
(43466, 0)
(41760, 0)
(44113, 0)
(47875, 0)
(47436, 0)
(40135, 1)
(40837, 1)
(47160, 0)
(48187, 1)
(42148, 3)
(49203, 0)
(49667, 0)
(45798, 0)
(47501, 0)
(49954, 0)
(49306, 1)
(49498, 1)
(43486, 0)
(43444, 0)
(40473, 0)
(41519, 0)
(42708, 0)
(45128, 1)
(46360, 0)
(40844, 0)
(43184, 0)
(43552, 0)
(47096, 0)
(49852, 0)
(42768, 1)
(42780, 0)
(49217, 1)
(44831, 0)
(42241, 0)
(45468, 1)
(47958, 1)
(40189, 1)
(48853, 1)
(44392, 1)
(47557, 0)
(42077, 0)
(44994, 1)
(40640, 0)
(42461, 0)
(45324, 1)
(46802, 0)
(46128, 0)
(45371, 1)
(43761, 0)
(43893, 0)
(49959, 0)
(48592, 0)
(40718, 1)
(48343, 1)
(48231, 0)
(42478, 0)
(48197, 0)
(40163, 1)
(40735, 1)
(46037, 0)
(48435, 1)
(46446, 1)
(43479, 1)
(43548, 0)
(47263, 0)
(45602, 0)
(44582, 1)
(41307, 0)
(42553, 1)
(45987, 0)
(49676, 0)
(43035, 1)
(48575, 1)
(43773, 0)
(44083, 1)
(41341, 1)
(44518, 1)
(47751, 0)
(40749, 1)
(48776, 0)
(47610, 1)
(48864, 1)
(42380, 1)
(49541, 1)
(44363, 1)
(40580, 1)
(46781, 0)
(45861, 1)
(43218, 0)
(49145, 1)
(49571, 1)
(49853, 1)
(43925, 0)
(49234, 0)
(45269, 0)
(42964, 0)
(47687, 0)
(42617, 0)
(40408, 0)
(49502, 0)
(47090, 1)
(46803, 0)
(44429, 0)
(46249, 1)
(42174, 1)
(46122, 0)
(43904, 1)
(42815, 0)
(40751, 1)
(42195, 0)
(44232, 1)
(46989, 0)
(45801, 0)
(44656, 0)
(47685, 0)
(44615, 0)
(45364, 0)
(43213, 1)
(48722, 0)
(48131, 0)
(44347, 1)
(49481, 1)
(40889, 0)
(45137, 0)
(42951, 1)
(49432, 0)
(49490, 1)
(49597, 0)
(43408, 1)
(45503, 0)
(40373, 0)
(44425, 1)
(48785, 1)
(49238, 0)
(47132, 0)
(42189, 0)
(45957, 1)
(43254, 1)
(45839, 1)
(46586, 1)
(44985, 1)
(49022, 0)
(47764, 0)
(47324, 1)
(40317, 1)
(40539, 0)
(48890, 1)
(47389, 1)
(43293, 0)
(42956, 1)
(45251, 1)
(45908, 0)
(44982, 0)
(47194, 0)
(48640, 1)
(41471, 1)
(48059, 1)
(46526, 0)
(47327, 1)
(49093, 1)
(40138, 0)
(40074, 1)
(49159, 0)
(45019, 0)
(49339, 0)
(41849, 0)
(40960, 1)
(42665, 1)
(44736, 1)
(40435, 0)
(43303, 0)
(44936, 0)
(47626, 4)
(46543, 0)
(49856, 0)
(41939, 0)
(41707, 0)
(48005, 0)
(41081, 1)
(48164, 1)
(42273, 1)
(49849, 0)
(45844, 0)
(41164, 1)
(46055, 0)
(42890, 1)
(49934, 1)
(44651, 1)
(43353, 0)
(49484, 1)
(42008, 0)
(40147, 0)
(49219, 0)
(49168, 1)
(40020, 1)
(49064, 0)
(41019, 0)
(48809, 1)
(48314, 0)
(42491, 1)
(44528, 1)
(41368, 0)
(44086, 1)
(47231, 1)
(45198, 0)
(43124, 0)
(49290, 0)
(43793, 0)
(45221, 0)
(45982, 1)
(49909, 0)
(41249, 0)
(41797, 1)
(41461, 1)
(48862, 0)
(43881, 0)
(47967, 0)
(41971, 1)
(48429, 1)
(42602, 0)
(45147, 1)
(40208, 0)
(44897, 0)
(41398, 0)
(48083, 0)
(45724, 0)
(49743, 1)
(46038, 0)
(49201, 1)
(42373, 0)
(47939, 1)
(47188, 0)
(48485, 0)
(48047, 0)
(44545, 1)
(43587, 1)
(41902, 0)
(45365, 1)
(48170, 0)
(45166, 1)
(41036, 0)
(49148, 0)
(48707, 0)
(45738, 1)
(44289, 0)
(45502, 0)
(49406, 0)
(43789, 0)
(47441, 0)
(41486, 0)
(47806, 0)
(41699, 1)
(44779, 0)
(43042, 0)
(41005, 0)
(40318, 1)
(49654, 1)
(40378, 0)
(40707, 0)
(44944, 0)
(41111, 0)
(42866, 0)
(48299, 0)
(43442, 0)
(42221, 1)
(47794, 0)
(43515, 1)
(40355, 1)
(45085, 0)
(41649, 0)
(40065, 0)
(44288, 1)
(42781, 0)
(43494, 0)
(49645, 0)
(46910, 0)
(40300, 0)
(49552, 1)
(44310, 0)
(40116, 0)
(46422, 0)
(45813, 0)
(41462, 0)
(40679, 1)
(43016, 1)
(44179, 1)
(49006, 0)
(40810, 0)
(41650, 0)
(47922, 0)
(43314, 1)
(41192, 0)
(41117, 0)
(44694, 0)
(41477, 0)
(42685, 0)
(42372, 1)
(44350, 0)
(43798, 0)
(49200, 0)
(42242, 0)
(46515, 0)
(47463, 0)
(41170, 1)
(41491, 0)
(42272, 1)
(46892, 0)
(41440, 0)
(41959, 1)
(42906, 0)
(47552, 0)
(40785, 1)
(49013, 0)
(49333, 0)
(48761, 1)
(42737, 0)
(43924, 0)
(45287, 1)
(48232, 0)
(47518, 1)
(46083, 0)
(42055, 0)
(41749, 0)
(49611, 1)
(44111, 1)
(49259, 0)
(43125, 0)
(41119, 0)
(41960, 0)
(49476, 0)
(48457, 0)
(45229, 1)
(48521, 1)
(44221, 1)
(44878, 0)
(43837, 0)
(49073, 0)
(48332, 1)
(45879, 0)
(48023, 0)
(48052, 1)
(42222, 0)
(44964, 0)
(42283, 1)
(47388, 0)
(43797, 1)
(42981, 1)
(44646, 0)
(42260, 1)
(41881, 0)
(45963, 0)
(46076, 0)
(41574, 0)
(42720, 0)
(46604, 0)
(41681, 0)
(40547, 1)
(40582, 1)
(49237, 0)
(46599, 1)
(47711, 0)
(46852, 1)
(41186, 1)
(49658, 0)
(47773, 0)
(46471, 0)
(44689, 0)
(44706, 0)
(44997, 0)
(48900, 0)
(45829, 1)
(41767, 0)
(40176, 0)
(48188, 0)
(44593, 1)
(44874, 0)
(41969, 1)
(49835, 0)
(40224, 0)
(40087, 0)
(45332, 0)
(48978, 0)
(47743, 0)
(47880, 0)
(45628, 1)
(44214, 1)
(40058, 0)
(49486, 0)
(41476, 1)
(43277, 0)
(46521, 0)
(46099, 0)
(42075, 0)
(40630, 0)
(47567, 1)
(42808, 0)
(49573, 0)
(43650, 0)
(45867, 0)
(44125, 0)
(46805, 1)
(47490, 1)
(42560, 0)
(42165, 1)
(43923, 0)
(49757, 0)
(43426, 0)
(40112, 0)
(45278, 1)
(48515, 0)
(45127, 0)
(46003, 0)
(40774, 0)
(47452, 0)
(48211, 0)
(49776, 0)
(43700, 1)
(47974, 0)
(43602, 0)
(46842, 0)
(40626, 0)
(45225, 0)
(42396, 0)
(44431, 0)
(48879, 0)
(42056, 1)
(49361, 0)
(49030, 0)
(41769, 0)
(49932, 0)
(40771, 0)
(46817, 0)
(45177, 0)
(42511, 0)
(46991, 0)
(48508, 0)
(41892, 0)
(45802, 0)
(44104, 0)
(49610, 0)
(49592, 0)
(45173, 1)
(41815, 0)
(42686, 0)
(49376, 0)
(43690, 0)
(44410, 0)
(49992, 0)
(43747, 0)
(44411, 0)
(48389, 0)
(46393, 1)
(43975, 0)
(43336, 0)
(46299, 1)
(49063, 0)
(48000, 0)
(47754, 0)
(43527, 1)
(46029, 0)
(44439, 0)
(49244, 0)
(43155, 0)
(47141, 0)
(42802, 0)
(44669, 0)
(41324, 0)
(44504, 0)
(49164, 0)
(41096, 0)
(46821, 0)
(49146, 0)
(40497, 0)
(48354, 0)
(40672, 0)
(46175, 0)
(48084, 0)
(49735, 0)
(42298, 0)
(42973, 0)
(41487, 0)
(44512, 0)
(46939, 0)
(46310, 0)
(42378, 0)
(48393, 0)
(49572, 0)
(45585, 0)
(49665, 0)
(43356, 1)
(41729, 0)
(45484, 0)
(49962, 0)
(46810, 0)
(44949, 0)
(48639, 0)
(40506, 0)
(43233, 0)
(47413, 0)
(41561, 0)
(47377, 0)
(48619, 0)
(44006, 0)
(47949, 0)
(41425, 0)
(44803, 0)
(43767, 0)
(46399, 0)
(46527, 0)
(43159, 0)
(42918, 0)
(41810, 0)
(45824, 0)
(42492, 0)
(43669, 0)
(40542, 0)
(47721, 0)
(47890, 0)
(43917, 0)
(41075, 0)
(45978, 0)
(42592, 0)
(46804, 0)
(47516, 0)
(44094, 0)
(46013, 0)
(49691, 0)
(44253, 0)
(44887, 0)
(40472, 0)
(49713, 0)
(46352, 0)
