2352	01.06.2021	М80	5	Поставка	20	33
2441	01.06.2021	М82	55	Продажа	142	65
2464	01.06.2021	М83	50	Поставка	10	82
2469	01.06.2021	М83	55	Поставка	20	43
2479	01.06.2021	М84	5	Продажа	195	43
2499	01.06.2021	М84	50	Продажа	40	103
2631	01.06.2021	М89	50	Поставка	10	73
2632	01.06.2021	М89	55	Поставка	40	49
2633	01.06.2021	М89	55	Продажа	37	48
2672	01.06.2021	М90	55	Поставка	20	43
2698	01.06.2021	М91	55	Продажа	90	64
2704	01.06.2021	М92	5	Поставка	50	36
2744	01.06.2021	М93	50	Поставка	100	83
2780	01.06.2021	М94	55	Продажа	385	41
2787	01.06.2021	М95	5	Поставка	400	38
2810	01.06.2021	М95	55	Поставка	300	46
2819	01.06.2021	М96	5	Продажа	230	38
2843	01.06.2021	М96	55	Продажа	208	48
2928	01.06.2021	М99	55	Продажа	26	57
2957	02.06.2021	М01	50	Продажа	9	91
3007	02.06.2021	М03	50	Поставка	10	88
3033	02.06.2021	М04	55	Поставка	50	45
3039	02.06.2021	М05	5	Поставка	100	41
3058	02.06.2021	М05	55	Поставка	100	47
3090	02.06.2021	М06	55	Поставка	300	53
3094	02.06.2021	М07	5	Поставка	100	43
3095	02.06.2021	М07	5	Продажа	107	39
3114	02.06.2021	М07	50	Продажа	20	77
3118	02.06.2021	М08	5	Продажа	452	54
3146	02.06.2021	М08	55	Продажа	312	63
3158	02.06.2021	М09	5	Поставка	20	40
3178	02.06.2021	М09	55	Продажа	21	57
3225	02.06.2021	М11	50	Поставка	100	79
3288	02.06.2021	М13	55	Поставка	50	50
3297	02.06.2021	М14	5	Поставка	30	35
3324	02.06.2021	М14	50	Продажа	6	98
3358	02.06.2021	М15	50	Поставка	10	82
3359	02.06.2021	М15	50	Продажа	6	124
3388	02.06.2021	М16	50	Поставка	50	70
3389	02.06.2021	М16	50	Продажа	51	108
3397	02.06.2021	М17	5	Продажа	204	48
3421	02.06.2021	М18	5	Поставка	200	44
3445	02.06.2021	М19	5	Продажа	51	47
3476	02.06.2021	М20	5	Продажа	491	50
3495	02.06.2021	М20	55	Поставка	300	47
3496	02.06.2021	М20	55	Продажа	326	64
3503	02.06.2021	М21	5	Продажа	44	39
3525	02.06.2021	М21	55	Продажа	39	52
3532	02.06.2021	М22	5	Поставка	50	33
3555	02.06.2021	М22	50	Продажа	10	110
3565	02.06.2021	М23	5	Поставка	30	42
3634	02.06.2021	М25	5	Продажа	54	36
3656	02.06.2021	М25	50	Поставка	10	95
3657	02.06.2021	М25	50	Продажа	13	87
3696	02.06.2021	М27	5	Поставка	100	34
3714	02.06.2021	М27	50	Продажа	21	122
3776	02.06.2021	М29	55	Поставка	20	42
3777	02.06.2021	М29	55	Продажа	25	42
3958	02.06.2021	М35	50	Поставка	100	99
3967	02.06.2021	М36	5	Поставка	400	45
4033	02.06.2021	М37	55	Продажа	98	40
4126	02.06.2021	М40	50	Поставка	10	99
4128	02.06.2021	М40	55	Поставка	20	36
4161	02.06.2021	М41	50	Продажа	79	116
4194	02.06.2021	М42	55	Продажа	295	47
4202	02.06.2021	М43	5	Продажа	64	41
4283	02.06.2021	М45	55	Поставка	100	40
4284	02.06.2021	М45	55	Продажа	81	62
4292	02.06.2021	М46	5	Поставка	50	40
4310	02.06.2021	М46	50	Продажа	11	99
4315	02.06.2021	М47	5	Продажа	64	57
4343	02.06.2021	М47	50	Поставка	10	70
4344	02.06.2021	М47	50	Продажа	12	116
4346	02.06.2021	М47	55	Поставка	50	42
4347	02.06.2021	М47	55	Продажа	52	60
4354	02.06.2021	М48	5	Продажа	213	38
4379	02.06.2021	М48	55	Продажа	144	44
4385	02.06.2021	М49	5	Продажа	378	52
4423	02.06.2021	М50	50	Поставка	10	76
4444	02.06.2021	М51	55	Поставка	400	48
4445	02.06.2021	М51	55	Продажа	336	44
4453	02.06.2021	М52	5	Продажа	31	40
4476	02.06.2021	М52	50	Поставка	10	97
4485	02.06.2021	М53	5	Продажа	198	46
4519	02.06.2021	М54	5	Продажа	97	37
4543	02.06.2021	М54	50	Продажа	25	126
4551	02.06.2021	М55	5	Продажа	221	52
4567	02.06.2021	М55	55	Поставка	100	51
4568	02.06.2021	М55	55	Продажа	152	61
4596	02.06.2021	М56	55	Поставка	400	44
4619	02.06.2021	М58	5	Продажа	107	56
4665	02.06.2021	М59	50	Продажа	105	82
4731	02.06.2021	М61	50	Поставка	40	84
4738	02.06.2021	М62	5	Поставка	30	40
4793	02.06.2021	М63	50	Продажа	5	119
4907	02.06.2021	М67	55	Поставка	20	41
4908	02.06.2021	М67	55	Продажа	22	65
4911	02.06.2021	М68	5	Продажа	116	51
4943	02.06.2021	М69	5	Продажа	113	42
4966	02.06.2021	М69	50	Поставка	20	82
4969	02.06.2021	М69	55	Продажа	84	58
4974	02.06.2021	М70	5	Продажа	97	57
5006	02.06.2021	М71	5	Продажа	55	35
5032	02.06.2021	М71	50	Продажа	9	77
5033	02.06.2021	М71	55	Поставка	40	37
5038	02.06.2021	М72	5	Поставка	200	39
5062	02.06.2021	М72	55	Продажа	185	66
5068	02.06.2021	М73	5	Продажа	187	50
5123	02.06.2021	М74	55	Продажа	92	51
5182	02.06.2021	М76	50	Продажа	48	106
5189	02.06.2021	М77	5	Продажа	62	54
5208	02.06.2021	М77	50	Продажа	11	81
5211	02.06.2021	М77	55	Поставка	50	40
5243	02.06.2021	М78	55	Поставка	300	44
5250	02.06.2021	М79	5	Поставка	30	37
5279	02.06.2021	М79	50	Поставка	10	87
5281	02.06.2021	М79	55	Продажа	20	62
5286	02.06.2021	М80	5	Продажа	23	44
5308	02.06.2021	М80	50	Продажа	6	101
5318	02.06.2021	М81	5	Продажа	55	50
5340	02.06.2021	М82	5	Поставка	200	40
5341	02.06.2021	М82	5	Продажа	237	34
5363	02.06.2021	М82	55	Продажа	206	56
5369	02.06.2021	М83	5	Поставка	30	39
5416	02.06.2021	М84	50	Поставка	40	71
5420	02.06.2021	М84	55	Продажа	156	43
5431	02.06.2021	М85	5	Поставка	500	34
5460	02.06.2021	М86	5	Продажа	121	45
5479	02.06.2021	М86	55	Продажа	78	51
5482	02.06.2021	М87	5	Поставка	50	32
5508	02.06.2021	М87	55	Поставка	50	51
5534	02.06.2021	М88	50	Продажа	5	116
5543	02.06.2021	М89	5	Поставка	50	44
5544	02.06.2021	М89	5	Продажа	57	36
5571	02.06.2021	М89	55	Поставка	40	46
5607	02.06.2021	М90	50	Продажа	6	119
5616	02.06.2021	М91	5	Поставка	100	36
5659	02.06.2021	М92	50	Продажа	12	128
5665	02.06.2021	М93	5	Поставка	400	43
5716	02.06.2021	М94	55	Поставка	300	48
5747	02.06.2021	М96	5	Продажа	221	45
5775	02.06.2021	М97	5	Поставка	200	44
5793	02.06.2021	М97	50	Поставка	50	101
5794	02.06.2021	М97	50	Продажа	43	118
5798	02.06.2021	М97	55	Продажа	194	59
5832	02.06.2021	М99	5	Поставка	20	42
5833	02.06.2021	М99	5	Продажа	26	48
5852	02.06.2021	М99	55	Поставка	20	39
5853	02.06.2021	М99	55	Продажа	21	64
5889	03.06.2021	М02	5	Поставка	50	38
5913	03.06.2021	М02	55	Продажа	44	49
5921	03.06.2021	М03	5	Поставка	50	38
5922	03.06.2021	М03	5	Продажа	57	44
5945	03.06.2021	М03	50	Поставка	10	69
5946	03.06.2021	М03	50	Продажа	13	103
5948	03.06.2021	М03	55	Продажа	35	42
5955	03.06.2021	М04	5	Продажа	55	41
5978	03.06.2021	М04	50	Поставка	10	69
5979	03.06.2021	М04	50	Продажа	11	89
5984	03.06.2021	М04	55	Поставка	40	44
5992	03.06.2021	М05	5	Поставка	100	36
6013	03.06.2021	М05	50	Продажа	22	113
6049	03.06.2021	М06	50	Поставка	100	93
6053	03.06.2021	М06	55	Продажа	353	58
6087	03.06.2021	М07	50	Продажа	21	80
6094	03.06.2021	М08	5	Поставка	500	32
6122	03.06.2021	М08	55	Поставка	400	42
6150	03.06.2021	М09	50	Продажа	5	89
6159	03.06.2021	М10	5	Поставка	50	44
6183	03.06.2021	М10	55	Продажа	42	52
6191	03.06.2021	М11	5	Продажа	378	40
6210	03.06.2021	М11	50	Поставка	100	81
6211	03.06.2021	М11	50	Продажа	100	125
6273	03.06.2021	М14	5	Поставка	20	43
6293	03.06.2021	М14	50	Поставка	10	86
6298	03.06.2021	М14	55	Продажа	25	44
6329	03.06.2021	М16	5	Продажа	224	57
6421	03.06.2021	М19	5	Продажа	50	55
6440	03.06.2021	М19	55	Поставка	50	44
6441	03.06.2021	М19	55	Продажа	48	55
6471	03.06.2021	М21	5	Поставка	50	33
6472	03.06.2021	М21	5	Продажа	53	44
6489	03.06.2021	М21	55	Продажа	36	41
6525	03.06.2021	М22	55	Продажа	49	60
6551	03.06.2021	М23	55	Поставка	20	44
6559	03.06.2021	М24	5	Продажа	195	40
6578	03.06.2021	М24	50	Поставка	40	86
6579	03.06.2021	М24	50	Продажа	51	114
6591	03.06.2021	М25	5	Продажа	49	42
6615	03.06.2021	М25	55	Продажа	45	66
6654	03.06.2021	М27	5	Продажа	110	55
6678	03.06.2021	М28	5	Поставка	400	33
6695	03.06.2021	М28	50	Продажа	104	105
6699	03.06.2021	М28	55	Поставка	400	35
6745	03.06.2021	М30	5	Поставка	20	43
6746	03.06.2021	М30	5	Продажа	26	46
6776	03.06.2021	М31	5	Поставка	30	36
6803	03.06.2021	М32	5	Поставка	50	43
6819	03.06.2021	М32	50	Продажа	11	77
6825	03.06.2021	М33	5	Поставка	100	41
6874	03.06.2021	М34	50	Поставка	50	94
6875	03.06.2021	М34	50	Продажа	38	121
6878	03.06.2021	М34	55	Поставка	200	47
6906	03.06.2021	М35	50	Поставка	100	86
6907	03.06.2021	М35	50	Продажа	76	127
6914	03.06.2021	М36	5	Поставка	400	45
6915	03.06.2021	М36	5	Продажа	469	43
6943	03.06.2021	М37	5	Поставка	100	32
6944	03.06.2021	М37	5	Продажа	104	38
6966	03.06.2021	М38	5	Продажа	62	46
6997	03.06.2021	М39	5	Поставка	100	44
7043	03.06.2021	М40	50	Поставка	10	71
7070	03.06.2021	М41	55	Поставка	400	41
7081	03.06.2021	М42	5	Поставка	400	41
7082	03.06.2021	М42	5	Продажа	460	36
7104	03.06.2021	М42	50	Продажа	79	98
7133	03.06.2021	М43	55	Продажа	47	46
7143	03.06.2021	М44	5	Поставка	50	35
7159	03.06.2021	М44	55	Поставка	50	42
7257	03.06.2021	М48	50	Продажа	43	86
7291	03.06.2021	М49	50	Продажа	96	94
7425	03.06.2021	М53	50	Поставка	50	77
7426	03.06.2021	М53	50	Продажа	44	116
7462	03.06.2021	М54	55	Поставка	100	43
7470	03.06.2021	М55	5	Поставка	200	39
7490	03.06.2021	М55	50	Продажа	51	117
7522	03.06.2021	М56	55	Поставка	400	49
7529	03.06.2021	М57	5	Продажа	28	36
7550	03.06.2021	М57	50	Поставка	10	88
7585	03.06.2021	М58	55	Поставка	100	35
7594	03.06.2021	М59	5	Поставка	400	38
7614	03.06.2021	М59	50	Поставка	50	92
7617	03.06.2021	М59	55	Поставка	300	50
7640	03.06.2021	М60	55	Поставка	400	38
7669	03.06.2021	М61	55	Продажа	198	43
7697	03.06.2021	М62	50	Поставка	10	76
7704	03.06.2021	М63	5	Продажа	27	44
7724	03.06.2021	М64	5	Поставка	30	45
7745	03.06.2021	М64	50	Продажа	5	99
7779	03.06.2021	М65	50	Поставка	100	92
7790	03.06.2021	М66	5	Поставка	100	34
7814	03.06.2021	М66	55	Продажа	90	56
7847	03.06.2021	М68	5	Поставка	100	44
7848	03.06.2021	М68	5	Продажа	114	45
7876	03.06.2021	М69	5	Поставка	100	39
7897	03.06.2021	М69	55	Поставка	100	39
7905	03.06.2021	М70	5	Поставка	100	45
7906	03.06.2021	М70	5	Продажа	103	49
7928	03.06.2021	М70	50	Продажа	24	102
7930	03.06.2021	М70	55	Продажа	90	44
7957	03.06.2021	М71	50	Поставка	10	69
7958	03.06.2021	М71	50	Продажа	13	123
7961	03.06.2021	М71	55	Поставка	40	40
7965	03.06.2021	М72	5	Продажа	195	54
8015	03.06.2021	М73	50	Продажа	40	79
8029	03.06.2021	М74	5	Поставка	100	41
8030	03.06.2021	М74	5	Продажа	104	48
8057	03.06.2021	М74	50	Продажа	25	127
8083	03.06.2021	М75	50	Поставка	20	82
8086	03.06.2021	М75	55	Продажа	77	54
8093	03.06.2021	М76	5	Поставка	300	34
8094	03.06.2021	М76	5	Продажа	252	55
8145	03.06.2021	М77	50	Продажа	11	86
8183	03.06.2021	М78	50	Поставка	100	71
8184	03.06.2021	М78	55	Поставка	400	39
8216	03.06.2021	М79	50	Поставка	10	96
8217	03.06.2021	М79	50	Продажа	6	107
8223	03.06.2021	М80	5	Поставка	30	33
8266	03.06.2021	М81	55	Поставка	40	52
8304	03.06.2021	М83	5	Поставка	20	43
8393	03.06.2021	М85	50	Продажа	98	126
8422	03.06.2021	М86	50	Продажа	25	105
8452	03.06.2021	М87	50	Поставка	10	85
8464	03.06.2021	М88	5	Продажа	23	37
8484	03.06.2021	М88	50	Продажа	6	95
8488	03.06.2021	М88	55	Поставка	30	43
8489	03.06.2021	М88	55	Продажа	24	42
8599	03.06.2021	М92	50	Поставка	10	73
8604	03.06.2021	М92	55	Продажа	42	52
8632	03.06.2021	М93	55	Поставка	300	40
8658	03.06.2021	М94	50	Поставка	100	73
8660	03.06.2021	М94	55	Продажа	288	64
8666	03.06.2021	М95	5	Поставка	400	41
8696	03.06.2021	М95	50	Поставка	100	95
8697	03.06.2021	М95	50	Продажа	73	78
8729	03.06.2021	М96	50	Продажа	36	88
8763	03.06.2021	М97	55	Продажа	177	55
8771	03.06.2021	М98	5	Поставка	500	44
8795	03.06.2021	М98	50	Поставка	100	97
8827	03.06.2021	М99	55	Продажа	19	52
8831	04.06.2021	М01	5	Поставка	50	37
8832	04.06.2021	М01	5	Продажа	64	42
8856	04.06.2021	М01	55	Поставка	40	46
8892	04.06.2021	М02	55	Поставка	50	48
8900	04.06.2021	М03	5	Поставка	50	37
8926	04.06.2021	М03	55	Поставка	50	38
8933	04.06.2021	М04	5	Продажа	61	39
8952	04.06.2021	М04	50	Поставка	10	101
8955	04.06.2021	М04	55	Продажа	41	52
8962	04.06.2021	М05	5	Продажа	102	39
8986	04.06.2021	М05	50	Продажа	24	109
9019	04.06.2021	М06	55	Продажа	398	40
9092	04.06.2021	М09	5	Поставка	30	37
9119	04.06.2021	М09	50	Поставка	10	94
9172	04.06.2021	М11	50	Поставка	100	68
9195	04.06.2021	М12	50	Поставка	100	93
9197	04.06.2021	М12	55	Поставка	400	48
9227	04.06.2021	М13	50	Поставка	10	71
9228	04.06.2021	М13	50	Продажа	13	122
9307	04.06.2021	М16	50	Продажа	44	81
9343	04.06.2021	М17	50	Поставка	40	71
9377	04.06.2021	М18	55	Продажа	168	44
9404	04.06.2021	М19	55	Поставка	40	35
9411	04.06.2021	М20	5	Продажа	413	41
9433	04.06.2021	М21	5	Поставка	50	42
9453	04.06.2021	М21	50	Поставка	10	94
9457	04.06.2021	М21	55	Поставка	50	45
9462	04.06.2021	М22	5	Продажа	65	57
9487	04.06.2021	М22	50	Продажа	10	97
9489	04.06.2021	М22	55	Поставка	40	53
9490	04.06.2021	М22	55	Продажа	40	62
9516	04.06.2021	М23	50	Поставка	10	88
9517	04.06.2021	М23	50	Продажа	6	88
9520	04.06.2021	М23	55	Продажа	24	50
9557	04.06.2021	М25	5	Поставка	50	44
9574	04.06.2021	М25	50	Поставка	10	69
9575	04.06.2021	М25	50	Продажа	12	82
9579	04.06.2021	М25	55	Поставка	50	40
9580	04.06.2021	М25	55	Продажа	40	58
9590	04.06.2021	М26	5	Продажа	52	35
9614	04.06.2021	М26	50	Поставка	10	99
9647	04.06.2021	М27	55	Продажа	81	40
9712	04.06.2021	М29	50	Поставка	10	77
9746	04.06.2021	М31	5	Поставка	30	40
9772	04.06.2021	М31	50	Поставка	10	81
9804	04.06.2021	М32	55	Продажа	39	44
9895	04.06.2021	М35	55	Поставка	300	44
9904	04.06.2021	М36	5	Поставка	400	38
9953	04.06.2021	М37	55	Поставка	100	42
9961	04.06.2021	М38	5	Поставка	50	44
9983	04.06.2021	М38	55	Продажа	52	60
10007	04.06.2021	М40	5	Поставка	30	39
10020	04.06.2021	М40	50	Продажа	5	111
10052	04.06.2021	М41	55	Поставка	300	36
10079	04.06.2021	М42	55	Поставка	400	44
10084	04.06.2021	М43	5	Продажа	53	46
10165	04.06.2021	М45	50	Поставка	20	98
10166	04.06.2021	М45	50	Продажа	22	85
10178	04.06.2021	М46	5	Поставка	50	42
10179	04.06.2021	М46	5	Продажа	50	46
10198	04.06.2021	М46	50	Продажа	12	113
10253	04.06.2021	М48	50	Поставка	40	80
10262	04.06.2021	М49	5	Продажа	360	42
10287	04.06.2021	М49	50	Продажа	80	127
10289	04.06.2021	М49	55	Продажа	319	44
10322	04.06.2021	М50	50	Продажа	12	100
10345	04.06.2021	М51	55	Поставка	400	47
10357	04.06.2021	М52	5	Поставка	20	43
10384	04.06.2021	М52	50	Поставка	10	88
10410	04.06.2021	М53	50	Продажа	52	111
10443	04.06.2021	М54	50	Продажа	18	99
10451	04.06.2021	М55	5	Поставка	200	45
10475	04.06.2021	М55	55	Продажа	166	57
10481	04.06.2021	М56	5	Поставка	400	41
10482	04.06.2021	М56	5	Продажа	452	44
10505	04.06.2021	М56	55	Поставка	300	44
10511	04.06.2021	М57	5	Продажа	30	37
10532	04.06.2021	М58	5	Продажа	87	38
10555	04.06.2021	М58	50	Поставка	20	71
10582	04.06.2021	М59	55	Продажа	395	41
10593	04.06.2021	М60	5	Продажа	426	41
10609	04.06.2021	М60	50	Продажа	75	105
10612	04.06.2021	М60	55	Поставка	400	37
10613	04.06.2021	М60	55	Продажа	319	61
10620	04.06.2021	М61	5	Поставка	300	36
10657	04.06.2021	М62	50	Поставка	10	86
10660	04.06.2021	М62	55	Продажа	24	46
10687	04.06.2021	М63	50	Продажа	5	92
10696	04.06.2021	М64	5	Поставка	30	44
10697	04.06.2021	М64	5	Продажа	31	56
10728	04.06.2021	М64	55	Поставка	20	36
10738	04.06.2021	М65	5	Продажа	499	52
10800	04.06.2021	М66	50	Поставка	20	82
10808	04.06.2021	М67	5	Поставка	30	40
10830	04.06.2021	М67	50	Поставка	10	83
10832	04.06.2021	М67	55	Продажа	19	63
10836	04.06.2021	М68	5	Поставка	100	31
10837	04.06.2021	М68	5	Продажа	103	45
10867	04.06.2021	М69	5	Продажа	91	51
10936	04.06.2021	М72	5	Поставка	200	39
10945	04.06.2021	М72	50	Продажа	44	101
10946	04.06.2021	М72	55	Продажа	146	50
10978	04.06.2021	М73	55	Продажа	189	58
10984	04.06.2021	М74	5	Поставка	100	37
11037	04.06.2021	М75	55	Поставка	100	43
11045	04.06.2021	М76	5	Продажа	182	48
11078	04.06.2021	М77	5	Продажа	43	54
11100	04.06.2021	М77	50	Продажа	12	116
11105	04.06.2021	М77	55	Продажа	39	52
11111	04.06.2021	М78	5	Поставка	400	40
11112	04.06.2021	М78	5	Продажа	408	47
11142	04.06.2021	М79	5	Поставка	30	44
11163	04.06.2021	М79	50	Продажа	6	105
11189	04.06.2021	М80	55	Продажа	19	40
11194	04.06.2021	М81	5	Поставка	50	43
11195	04.06.2021	М81	5	Продажа	65	49
11220	04.06.2021	М81	50	Поставка	10	69
11228	04.06.2021	М82	5	Поставка	200	42
11229	04.06.2021	М82	5	Продажа	228	53
11253	04.06.2021	М82	50	Поставка	50	98
11260	04.06.2021	М83	5	Продажа	31	38
11282	04.06.2021	М83	50	Продажа	5	105
11307	04.06.2021	М84	50	Продажа	43	80
11309	04.06.2021	М84	55	Поставка	200	42
11365	04.06.2021	М86	55	Продажа	79	48
11399	04.06.2021	М88	5	Продажа	24	46
11421	04.06.2021	М88	50	Поставка	10	75
11430	04.06.2021	М89	5	Продажа	53	51
11453	04.06.2021	М89	50	Поставка	10	71
11480	04.06.2021	М90	50	Продажа	5	106
11483	04.06.2021	М90	55	Поставка	20	35
11484	04.06.2021	М90	55	Продажа	25	41
11486	04.06.2021	М91	5	Поставка	100	40
11511	04.06.2021	М91	50	Продажа	18	99
11520	04.06.2021	М92	5	Поставка	50	46
11543	04.06.2021	М92	55	Поставка	50	41
11548	04.06.2021	М93	5	Продажа	517	44
11567	04.06.2021	М93	50	Поставка	100	77
11568	04.06.2021	М93	50	Продажа	92	103
11599	04.06.2021	М94	50	Поставка	100	75
11600	04.06.2021	М94	50	Продажа	98	82
11601	04.06.2021	М94	55	Продажа	364	45
11607	04.06.2021	М95	5	Поставка	300	37
11631	04.06.2021	М96	5	Продажа	191	36
11703	04.06.2021	М98	5	Поставка	400	33
11704	04.06.2021	М98	5	Продажа	360	35
11741	04.06.2021	М99	50	Поставка	10	89
11750	05.06.2021	М01	5	Поставка	50	36
11770	05.06.2021	М01	50	Поставка	10	73
11771	05.06.2021	М01	50	Продажа	9	98
11773	05.06.2021	М01	55	Поставка	50	37
11774	05.06.2021	М01	55	Продажа	46	52
11784	05.06.2021	М02	5	Поставка	50	41
11804	05.06.2021	М02	50	Поставка	10	91
11886	05.06.2021	М05	5	Поставка	100	31
11905	05.06.2021	М05	50	Поставка	20	90
11909	05.06.2021	М05	55	Продажа	81	60
11945	05.06.2021	М06	50	Продажа	76	89
11994	05.06.2021	М08	55	Поставка	400	52
12020	05.06.2021	М09	50	Продажа	4	109
12028	05.06.2021	М10	5	Продажа	47	42
12049	05.06.2021	М10	55	Поставка	50	35
12054	05.06.2021	М11	5	Поставка	500	34
12075	05.06.2021	М11	50	Поставка	100	75
12132	05.06.2021	М13	50	Продажа	11	109
12164	05.06.2021	М14	55	Продажа	24	59
12200	05.06.2021	М15	55	Продажа	19	59
12204	05.06.2021	М16	5	Поставка	200	38
12255	05.06.2021	М17	50	Продажа	36	112
12258	05.06.2021	М17	55	Поставка	200	42
12275	05.06.2021	М18	55	Продажа	170	64
12304	05.06.2021	М19	50	Поставка	10	99
